鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段１５０巷８號二十四樓之２,18.92,都市：其他:第三種住宅區。,,,1100926,土地1建物1車位1,二十四層，電梯樓梯間,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861024,177.19,2,2,2,有,有,43000000,242677,坡道平面,0.0,0,,RPXNMLMKJIGGFDA57DA,109.78,1.69,11.81,有,
松山區,房地(土地+建物),臺北市松山區健康路３２５巷１２弄２８號,52.55,都市：其他:第三種住宅區。,,,1101108,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751020,166.82999999999998,4,2,2,有,無,42300000,253552,,0.0,0,夾層；其他增建；,RPVPMLNLJIGGFDA77DA,85.23,71.21,0.0,無,
松山區,房地(土地+建物),臺北市松山區光復南路５８巷２１之８號三樓,23.25,都市：其他:第三種住宅區。,,,1101108,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,72.65,2,2,1,有,無,17700000,243634,,0.0,0,其他增建；,RPROMLRKJIGGFDA57DA,72.65,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區寶清街１０１巷７號二樓,25.47,都市：其他:道路用地(公共設施用地)。58/8/27,,,1101110,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720707,68.6,3,2,1,有,無,13580000,197959,,0.0,0,陽台外推；其他增建；,RPVOMLTKJIGGFDA18DA,60.28,0.0,8.32,無,
南港區,房地(土地+建物)+車位,臺北市南港區東新街１６８巷２４號五樓,19.31,都市：其他:第二種住宅區。,,,1101111,土地3建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010314,117.85,3,2,2,有,有,26500000,224862,坡道平面,27.32,0,陽台外推；,RPUOMLNLJIGGFDA57DA,59.36,0.0,10.44,有,
松山區,房地(土地+建物),臺北市松山區光復北路２３０巷３５號七樓,28.79,都市：其他:第三種住宅區。,,,1101102,土地3建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910514,134.63,3,2,1,有,有,33000000,245116,,0.0,0,陽台外推；其他增建；,RPVOMLNLJIGGFDA67DA,77.78,2.21,7.76,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段１０３巷１６號二十樓,99.52,都市：其他:第三種住宅區。,,,1100917,土地1建物1車位3,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070619,640.04,0,0,0,無,有,230800000,425058,坡道平面,119.64,9600000,,RPVRMLPKKIGGFCA08DA,279.42,2.0,42.12,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段１０３巷１６號十八樓,99.1,都市：其他:第三種住宅區。,,,1100424,土地1建物1車位2,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070619,602.38,0,0,0,無,有,220800000,411389,坡道平面,79.76,5800000,,RPWRMLPKKIGGFCA18DA,280.84,2.0,42.12,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段１０３巷１８號十四樓,76.23,都市：其他:第三種住宅區。,,,1100501,土地1建物1車位3,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070619,557.0799999999999,0,0,0,無,有,181630000,393265,坡道平面,119.64,9600000,,RPXRMLPKKIGGFCA28DA,231.39,4.54,34.44,有,
內湖區,房地(土地+建物),臺北市內湖區環山路一段１３６巷１５號四樓,33.98,都市：其他:第三種住宅區。,,,1101016,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690131,93.83,5,4,3,有,有,15420000,164340,,0.0,0,,RPVPMLPKKIGGFCA87DA,82.53,0.0,11.3,無,
中山區,房地(土地+建物),臺北市中山區新生北路一段９之１號,29.5,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)及第三之二種住宅區。,,,1101019,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住商用,加強磚造,0570614,78.73,2,1,2,有,無,18200000,231170,,0.0,0,,RPXQMLOKKIGGFCA08DA,78.73,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區雙城街１９巷８號七樓之１１,3.54,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101114,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,34.0,1,1,1,有,有,8650000,254412,,0.0,0,陽台外推；夾層；,RPOPMLOKKIGGFCA07DA,19.85,0.32,2.59,有,
中山區,房地(土地+建物),臺北市中山區建國北路三段１１３巷５號二樓,27.55,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)。,,,1101101,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690816,103.78,3,2,2,有,無,19000000,183080,,0.0,0,陽台外推；,RPUPMLNKKIGGFCA57DA,92.62,0.0,11.16,無,
內湖區,房地(土地+建物),臺北市內湖區金龍路１３巷２０號二樓,30.62,都市：其他:第二種住宅區及第三種住宅區。,,,1101103,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750719,92.69,2,1,2,有,無,10400000,112202,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLNKKIGGFCA37DA,80.25,0.0,12.44,無,
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十二樓之２,10.2,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100827,土地2建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,187.14,2,2,2,有,有,72071627,425594,坡道平面,26.49,3700000,1.總價內含工程減帳＄128373 元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPQOMLKKKIGGFCA76DA,95.37,0.0,5.91,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十九樓之１,6.88,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1071023,土地2建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,132.68,2,0,1,有,有,49994057,438780,坡道平面,26.49,3400000,1.總價內含工程加帳＄114057 元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPWNMLSJKIGGFCA97DA,64.23,0.0,1.96,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十九樓之２,10.2,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1071023,土地2建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,187.14,1,2,1,有,有,74030000,437784,坡道平面,26.49,3700000,1.總價不含面積找補款。預售屋、或土地及建物分件登記案件；,SPWNMLSJKIGGFCA08DA,95.37,0.0,5.91,有,
