鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
大安區,房地(土地+建物),臺北市大安區大安路二段１３２巷１９號五樓,28.34,都市：其他:第三種住宅區。,,,1101124,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740520,136.13,2,2,2,有,無,43500000,319547,,0.0,0,陽台外推；其他增建；,RPUOMLQJKIGGFFA97DA,115.49,0.0,10.88,有,050
大安區,房地(土地+建物),臺北市大安區復興南路一段７９巷４弄２號十二樓之１,20.99,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)。,,,1100829,土地3建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850708,152.95,4,2,2,有,有,41680000,272507,,0.0,0,陽台外推；其他增建；,RPTOMLMKIIGGFFA37DA,97.68,1.64,8.22,有,
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路三段２４８巷１９弄５０號二樓,13.6,都市：其他:第三種住宅區。,,,1101029,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010911,113.56,2,1,1,有,有,27500000,268673,升降機械,20.51,2500000,陽台外推；夾層；,RPPOMLPKJIGGFFA37DA,32.48,6.39,5.66,有,
大安區,土地,仁愛段四小段111-1地號,60.0,都市：其他:道路用地(公共設施用地)。48/3/13,,,1101124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7069000,117817,,0.0,0,包含公共設施保留地用地；,RPXNMLTLJIGGFFA58DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區永平街８０巷２號二樓,41.0,都市：其他:第三種住宅區。,,,1101029,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650921,75.2,2,1,1,有,無,8000000,106383,,0.0,0,,RPTPMLRJKIGGFEA97DA,75.2,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區葫蘆街１１巷１８號,28.33,都市：其他:第三種住宅區。,,,1101027,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0560220,80.37,2,1,1,有,無,8000000,99540,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLNJKIGGFEA07DA,80.37,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區德行東路６之１號,21.99,都市：其他:第三種住宅區。,,,1101117,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720420,117.49,3,1,3,有,有,21300000,181292,,0.0,0,,RPSOMLTJKIGGFEA97DA,83.91,14.81,0.0,有,
北投區,房地(土地+建物),臺北市北投區明德路２９３號二樓,29.15,都市：其他:第三種住宅區。,,,1101112,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830805,124.03,3,1,2,有,無,21300000,171733,,0.0,0,,RPXOMLTJKIGGFEA48DA,69.7,26.95,8.42,有,
士林區,房地(土地+建物),臺北市士林區小西街３６號五樓,14.9,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1101118,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720802,46.57,3,1,1,有,無,7200000,154606,,0.0,0,,RPOOMLKKKIGGFEA76DA,38.9,0.0,7.67,無,051
士林區,房地(土地+建物)+車位,臺北市士林區忠義街１４１號九樓,45.95,都市：其他:第三種住宅區。,,,1101115,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800514,230.07,4,2,2,有,有,41880000,182032,坡道平面,0.0,0,,RPTPMLMJKIGGFEA47DA,168.53,0.0,16.94,有,
北投區,房地(土地+建物),臺北市北投區中央北路三段２５４號五樓,28.25,都市：其他:第三種住宅區。,,,1101028,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,114.51,6,3,5,有,無,12200000,106541,,0.0,0,陽台向外加蓋凸窗陽台外推；頂樓加蓋；其他增建；,RPWPMLMJKIGGFEA77DA,92.97,0.0,21.54,無,052
士林區,土地,富安段一小段328地號,561.6,都市：其他:娛樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用) 但是否在道路用地(公共設施用地)及遊樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用應依建築線或俟地籍測量分割後，再確定)。,,,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40771200,72598,,0.0,0,,RPQNMLLJKIGGFEA86DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區福港街２６７之４號三樓,14.22,都市：其他:第三種住宅區。,,,1101024,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661209,71.62,2,2,1,有,有,12550000,175230,,0.0,0,陽台外推；其他增建；,RPQNMLLLJIGGFEA96DA,52.46,0.0,9.31,有,
北投區,房地(土地+建物)+車位,臺北市北投區同德街２號七樓之２,12.14,都市：其他:第三種住宅區。,,,1100805,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940923,78.55000000000001,2,2,1,有,有,15000000,190961,坡道機械,0.0,0,夾層；其他增建；,RPUNMLMLJIGGFEA47DA,26.7,0.99,2.66,有,053
士林區,土地,富安段一小段99地號,883.46,都市：其他:住宅區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101002,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50692000,57379,,0.0,0,包含公共設施保留地用地；,RPQRMLOJJIGGFEA47DA,0.0,0.0,0.0,無,054
士林區,土地,富安段三小段94地號,790.0,都市：其他:遊樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用得依原來農業用地續作原農業使用)。,,,1101108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59742500,75623,,0.0,0,,RPUNMLSJJIGGFEA87DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區三合街二段４５０號十樓,11.46,都市：其他:第三種住宅區。,,,1101027,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870714,49.43000000000001,2,1,1,有,有,9900000,200283,,0.0,0,夾層；,RPRPMLTJJIGGFEA87DA,30.07,0.92,3.53,有,
信義區,房地(土地+建物)+車位,臺北市信義區松德路１７１號十三樓之２,11.14,都市：其他:第三種住宅區。,,,1101105,土地2建物1車位2,十三層,二十一層,住宅大樓(11層含以上有電梯),其他,鋼骨混凝土造,0841212,218.3,3,1,0,有,有,46980000,215208,坡道機械,0.0,0,,RPSNMLKKKIGGFDA96DA,142.41,5.88,14.81,有,055
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路１５７巷３６弄１０２號三樓,46.1,都市：其他:住宅區(供商務住宅使用)。,,,1101130,土地1建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,275.21999999999997,3,2,2,有,有,55000000,199840,坡道平面,0.0,0,其他增建；,RPWPMLLJKIGGFDA57DA,144.66,9.56,6.51,有,
南港區,房地(土地+建物)+車位,臺北市南港區三重路４１巷３５號九樓之２,30.16,都市：其他:住宅區(特)。,,,1101101,土地1建物1車位2,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010119,293.89,3,2,2,有,有,49750000,169281,坡道平面,71.84,0,,RPOOMLPLJIGGFDA17DA,116.82,21.07,13.33,有,056
信義區,房地(土地+建物),臺北市信義區大道路１１７號,24.23,都市：其他:第三種住宅區。,,,1100507,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0721209,191.87,0,0,1,有,無,41500000,216292,,0.0,0,其他增建；,RPPNMLOLJIGGFDA07DA,81.08,108.45,0.0,無,
信義區,房地(土地+建物),臺北市信義區大道路１１５號,24.36,都市：其他:第三種住宅區。,,,1100507,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0721209,193.05,0,0,1,有,無,41500000,214970,,0.0,0,其他增建；,RPUPMLNLJIGGFDA67DA,82.25,108.43,0.0,無,
信義區,房地(土地+建物),臺北市信義區吳興街３３６巷３８號四樓,27.95,都市：其他:第三種住宅區。,,,1101112,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670120,92.08,6,0,6,有,無,15000000,162902,,0.0,0,天井外推陽台外推；其他增建；含租約；,RPRQMLOLJIGGFDA57DA,78.32,0.0,13.76,無,
南港區,房地(土地+建物)+車位,臺北市南港區成福路７４巷８號五樓之５,24.28,都市：其他:第三種住宅區。,,,1101109,土地1建物1車位2,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060710,177.35000000000002,2,2,1,有,無,30710000,296906,坡道平面,90.42,4900000,,RPOPMLKKJIGGFDA66DA,43.85,4.02,6.44,有,
松山區,房地(土地+建物),臺北市松山區南京東路三段３０３巷６弄１之１號四樓,28.78,都市：其他:第三種住宅區。,,,1101027,土地1建物1車位0,四層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.69,6,0,6,有,無,28000000,209440,,0.0,0,陽台外推；其他增建；,RPWNMLLKJIGGFDA37DA,133.69,0.0,0.0,有,
信義區,房地(土地+建物)+車位,臺北市信義區信安街１０３巷６之６號,39.77,都市：其他:第二種住宅區。,,,1090520,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100618,110.96000000000001,2,2,1,有,有,25880000,291834,坡道平面,31.36,2650000,轉售日期:110.07.06最後一手權利買賣契約之成交價格:25880000元預售屋、或土地及建物分件登記案件；,RPVPMLQLIIGGFDA97DA,51.08,0.0,0.0,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段４５１巷１７號四樓,48.12,都市：其他:辦公服務區(一)(不得作住宅使用)。,,,1101203,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0981208,222.66,3,2,2,有,有,40380000,200222,坡道平面,33.47,2500000,,RPPNMLMKKIGGFCA76DA,110.35,14.26,9.83,有,
內湖區,房地(土地+建物),臺北市內湖區康樂街２０巷４７號四樓,33.25,都市：其他:第三種住宅區。,,,1101109,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730512,105.96000000000001,3,2,2,有,無,14700000,138732,,0.0,0,,RPOOMLKKKIGGFCA56DA,91.65,0.0,10.58,無,057
中山區,房地(土地+建物),臺北市中山區樂群二路２６７號三樓之１０,46.92,都市：其他:娛樂區(供娛樂健身使用不得作住宅使用)。,,,1101130,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),商業用,鋼骨造,1041027,261.27,0,0,0,無,有,76880000,294255,,0.0,0,毛胚屋；,RPRQMLTJKIGGFCA87DA,132.64,0.0,18.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路２６７號四樓之９,48.96,都市：其他:娛樂區(供娛樂健身使用不得作住宅使用)。,,,1101007,土地1建物1車位2,四層,十層,華廈(10層含以下有電梯),商業用,鋼骨造,1041027,311.14,0,0,0,無,有,80000000,290742,坡道平面,46.3,3000000,毛胚屋；,RPSQMLTJKIGGFCA97DA,132.36,0.0,18.38,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街７２巷１號十一樓,33.36,都市：其他:第三種住宅區。,,,1101007,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,190.41,3,2,2,有,有,33000000,201520,坡道平面,39.06,2500000,,RPTQMLTJKIGGFCA08DA,108.06,6.96,11.58,有,058
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路３０５號四樓,182.61,都市：其他:科技工業區(C區)(不得作住宅使用)。,,,1101013,土地1建物1車位10,四層,八層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1091127,1242.62,0,0,0,無,有,173200000,163889,坡道平面,277.33,15000000,,RPWOMLSJKIGGFCA08DA,491.55,14.29,42.54,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１１２號十二樓,11.34,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101105,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,152.53,0,0,0,無,有,51380000,405259,坡道平面,34.26,3450000,毛胚屋；,RPPNMLTJKIGGFCA37DA,60.9,3.04,10.08,有,
中山區,房地(土地+建物),臺北市中山區中山北路二段９３巷８號二樓之１６,6.84,商,,,1101006,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,50.24,2,2,1,有,有,15500000,308519,,0.0,0,夾層；,RPUOMLRJKIGGFCA77DA,30.92,0.0,0.0,有,059
中山區,車位,臺北市中山區建國北路一段１５０號門牌房屋地下三層,0.13,都市：其他:第三之二種住宅區及第三種住宅區。,,,1101203,土地1建物1車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0990318,39.55,0,0,0,有,無,2500000,,升降平面,39.55,2500000,僅車位交易；,RPRRMLRJKIGGFCA77DA,0.0,0.0,0.0,無,060
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路１４１號五樓,96.09,工,,,1101118,土地1建物1車位3,五層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0980623,377.04,2,1,0,有,有,51800000,137386,坡道平面,0.0,0,,RPOQMLLJKIGGFCA76DA,175.18,0.0,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區德惠街１０號十二樓之３,6.95,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101105,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930211,68.64,1,1,1,有,有,13550000,197407,塔式車位,13.84,0,夾層；其他增建；,RPTNMLLJKIGGFCA96DA,34.79,1.78,0.0,有,
中山區,房地(土地+建物),臺北市中山區新生北路三段５８號六樓,5.1,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101030,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711209,56.8,1,1,1,有,有,11580000,203873,,0.0,0,陽台外推；其他增建；,RPROMLPLJIGGFCA37DA,38.01,0.0,3.22,有,061
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄５號五樓之３,27.76,都市：其他:道路用地(公共設施用地)。64/9/2,,,1101030,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090424,184.51,3,2,2,有,有,31600000,171264,坡道平面,35.06,0,,RPRNMLLLJIGGFCA86DA,99.12,0.63,9.27,有,
中山區,房地(土地+建物)+車位,臺北市中山區天祥路１６號九樓之２,9.84,都市：其他:第四種住宅區。,,,1101004,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050914,72.13,1,1,1,有,有,16180000,224317,塔式車位,19.43,0,夾層；其他增建；,RPOQMLTKJIGGFCA57DA,27.63,0.0,4.79,有,
內湖區,房地(土地+建物),臺北市內湖區星雲街１６８巷７號十樓,15.78,都市：其他:第三種住宅區。,,,1101031,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841116,69.99,2,2,1,有,有,17200000,245749,,0.0,0,陽台外推；,RPQOMLRKJIGGFCA37DA,50.28,2.65,7.4,有,
中山區,房地(土地+建物),臺北市中山區民生東路一段７７號六樓之９,8.26,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101028,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0810422,69.19999999999999,2,2,1,有,有,11000000,158960,,0.0,0,陽台外推；其他增建；,RPPPMLPKJIGGFCA17DA,39.17,2.9,7.59,有,
中正區,房地(土地+建物),臺北市中正區衡陽路２６號十二樓之２,4.68,都市：其他:第四種商業區。,,,1101112,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050503,58.010000000000005,0,0,0,無,有,17110000,294949,,0.0,0,,RPUNMLSKJIGGFBA67DA,32.47,1.16,3.07,有,
內湖區,房地(土地+建物),臺北市內湖區文德路６６巷３８弄９號五樓,42.61,都市：其他:第三種住宅區。,,,1101026,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730211,130.38,3,2,2,有,有,15500000,118883,,0.0,0,本案為土地法三十四條之一案件,RPVRMLQLIIGGFCA08DA,85.66,0.0,12.84,無,
內湖區,土地,碧湖段四小段1068-3地號,85.33,,,,1101115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,56782000,665440,,0.0,0,,RPSOMLMKJIGGFCA07DA,0.0,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區民權西路６５號十樓,19.42,都市：其他:第三種商業區。,,,1100925,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061031,256.96000000000004,0,0,0,無,有,89400000,347914,,0.0,0,毛胚屋；,RPUOMLRLRHGGFCA58DA,148.41,6.3,17.78,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路６７巷８號九樓,25.95,都市：其他:第三種住宅區。,,,1090408,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100806,175.11,3,2,2,有,無,31300000,214196,坡道平面,39.72,2300000,預售屋、或土地及建物分件登記案件；,RPORMLTKIIGGFCA57DA,76.39,7.83,6.25,有,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段２７號九樓,13.38,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101124,土地2建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,143.28,3,2,2,有,有,27510000,192002,,0.0,0,買賣價格含直興段二小段1516及1517建號各持分715/100000,RPUNMLKKKIGGFBA96DA,81.69,9.3,5.49,有,
萬華區,房地(土地+建物),臺北市萬華區中華路一段１８６號五樓之１,9.75,都市：其他:第四種商業區及道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101112,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,136.17000000000002,3,2,2,有,有,31100000,228391,,0.0,0,其他增建；,RPWNMLKKKIGGFBA17DA,79.74,5.65,10.59,有,
大同區,土地,文昌段二小段250地號,26.0,都市：其他:第三種住宅區。,,,1101119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,173077,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPSNMLKKKIGGFBA76DA,0.0,0.0,0.0,無,
中正區,房地(土地+建物)+車位,臺北市中正區濟南路一段１３巷６號八樓,17.42,都市：其他:第三種住宅區。,,,1070608,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100323,111.1,2,2,1,有,有,26880000,379442,升降平面,45.53,2000000,,RPRPMLTJKIGGFBA67DA,38.37,0.0,3.21,有,
中正區,房地(土地+建物)+車位,臺北市中正區濟南路一段１３巷６號二樓之６,13.61,都市：其他:第三種住宅區。,,,1101025,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100323,95.48,1,1,1,有,有,19400000,346346,升降平面,45.53,2100000,,RPSPMLTJKIGGFBA77DA,26.57,3.31,1.83,有,
萬華區,房地(土地+建物),臺北市萬華區中華路一段１６號十一樓之１,12.34,商,,,1101111,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0650901,123.3,1,2,1,有,有,20000000,162206,,0.0,0,其他增建；,RPVPMLRJKIGGFBA87DA,123.3,0.0,0.0,有,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段３６號十二樓之１,11.38,都市：其他:第三種商業區(原屬第肆之壹種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,,,1101113,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091119,130.17000000000002,3,2,1,有,有,26600000,267446,坡道平面,41.18,2800000,,RPTOMLSJKIGGFBA67DA,55.84,0.0,2.94,有,
萬華區,房地(土地+建物),臺北市萬華區長沙街二段１８７之１號五樓,30.23,都市：其他:第四種住宅區。,,,1101020,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731222,128.28,3,2,2,有,無,15000000,116932,,0.0,0,陽台外推；其他增建；,RPOOMLTJKIGGFBA27DA,93.81,3.16,9.05,無,
大同區,房地(土地+建物),臺北市大同區延平北路二段２３５號三樓之６,4.04,都市：其他:特定專用區(供一般商業使用)。,,,1101107,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0720129,37.89,0,1,1,有,有,6420000,169438,,0.0,0,,RPPOMLTJKIGGFBA37DA,25.08,0.0,4.22,有,
大同區,房地(土地+建物)+車位,臺北市大同區通河西街一段３號十五樓,39.09,都市：其他:第三種住宅區。,,,1101112,土地1建物1車位3,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980521,273.06,3,2,2,有,有,63000000,230719,塔式車位,0.0,0,陽台外推；,RPVOMLTJKIGGFBA97DA,134.91,16.91,16.42,有,062
萬華區,房地(土地+建物),臺北市萬華區武昌街二段１２４之２號九樓之１４,7.51,都市：其他:第四種商業區。,,,1101201,土地1建物2車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0630806,52.980000000000004,1,1,2,有,有,8500000,160438,,0.0,0,,RPOOMLQJKIGGFBA96DA,34.34,0.0,0.0,有,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段２３號十六樓,8.47,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101104,土地2建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,90.47,2,2,1,有,有,18800000,207781,,0.0,0,買賣價格含直興段二小段1516及1517建號各持分451/100000,RPVOMLKMJIGGFBA27DA,53.82,3.16,3.89,有,
萬華區,房地(土地+建物),臺北市萬華區大理街１６０巷２０弄１１號四樓,34.57,都市：其他:特定專用區(二)。,,,1101101,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720115,109.13000000000001,3,2,1,有,有,14050000,128746,,0.0,0,其他增建；,RPUNMLOLJIGGFBA37DA,88.04,0.0,11.25,無,
萬華區,房地(土地+建物),臺北市萬華區西園路二段６８號四樓,14.5,都市：其他:特定專用區(一)。,,,1101003,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0640719,46.13,0,1,1,有,無,5950000,128983,,0.0,0,,RPPNMLQLJIGGFBA07DA,46.13,0.0,0.0,無,
中正區,房地(土地+建物),臺北市中正區汀州路二段９３號二樓之５,13.69,都市：其他:第三種住宅區。,,,1101114,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030123,65.9,1,1,1,有,有,17600000,267071,,0.0,0,陽台外推；其他增建；,RPQNMLNKKIGGFAA76DA,36.65,1.17,3.98,有,063
文山區,房地(土地+建物)+車位,臺北市文山區萬利街１５號二樓,67.1,都市：其他:第參類住宅用地(萬芳社區特定專用區)。,,,1101108,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830718,199.17,4,2,2,有,無,11780000,59145,升降平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKKKIGGFAA09DA,162.35,4.8,15.29,有,
中正區,房地(土地+建物),臺北市中正區羅斯福路二段１１６號十樓之１,2.64,商,,,1101114,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0960206,27.990000000000002,1,1,1,有,有,9800000,350125,,0.0,0,夾層；,RPSNMLKKKIGGFAA66DA,17.44,1.2,0.0,有,
中正區,房地(土地+建物),臺北市中正區重慶南路三段１７８號五樓,16.3,都市：其他:第三之二種住宅區。,,,1101119,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620125,53.43,3,1,1,有,無,7300000,136627,,0.0,0,陽台外推；,RPTNMLNKKIGGFAA07DA,50.34,0.0,3.09,無,064
中正區,房地(土地+建物),臺北市中正區南昌路一段１５９號二樓,25.0,商,,,1101107,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630802,100.71,2,2,1,有,無,24500000,243273,,0.0,0,,RPUNMLTJKIGGFAA67DA,100.71,0.0,0.0,無,
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段１３８號十一樓之１,31.29,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1080804,土地2建物1車位4,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100520,455.27,3,2,3,有,無,108160000,307764,坡道平面,154.52,15600000,預售屋、或土地及建物分件登記案件；,RPROMLRJKIGGFAA27DA,180.37,7.76,20.18,有,
文山區,房地(土地+建物),臺北市文山區木新路三段７４巷６號三樓,25.25,都市：其他:第三種住宅區。,,,1101023,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.78,3,2,1,有,無,14250000,160509,,0.0,0,陽台外推；其他增建；,RPROMLMKJIGGFAA76DA,76.8,0.0,11.98,無,
文山區,房地(土地+建物),臺北市文山區萬芳路２０號八樓之２,18.97,都市：其他:第三種住宅區。,,,1101106,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940128,77.62,1,1,1,有,有,13850000,178433,,0.0,0,其他增建；,RPVOMLQKJIGGFAA57DA,47.83,0.0,3.17,有,
